0,1
ඒක වැරදි වැඩක්ද?,ඔව්
තේ එකකුත් ගෙන්නද,ඔව් ගෙන්න
ඊයෙ වමනෙ ගියෙ ඇයි?,අජීර්ණයක් මට
ඒත් මොකටද,අපේ ගෙදරින් නාලා එහෙම යමු
ඒ පාඩම අමාරුයි නේද,මටනම් අවුලක් නෑ
කීය වේවිද ඒමට?,උදේ හත වේවි
ඔයා කෝලං බලලා තියෙනවද,තියනවා 
අනිත් අයත් ලස්සනට හිටියද?,ලස්සනට හිටියා.
ඔබ එය හැදුවේ කොහොම?,එය රහසක්
ඔයා වෙනස් වෙලාද?,මම වෙනස් වෙලා නැ
ඔයා ගියෙ දකුණු පැත්තෙද?,ඔව් 
පෙහෙත් විද්දාද ඔබ?,ඔව්
ඒ කෑම කන්න පුලුවන් වෙයිද ඔයාට?,කොහොමහරි කනවා මං
පාර මැදට වෙලා ඉන්නේ පිස්සෙක්ද?,නැහැ අනේ පිස්සෙක් නෙවෙයි.
බොරු කියන්නෙ ඇයි ඔයා,බොරු නෙමෙයි
ඒ නලුවා දන්නවද,දන්නවා
අර ආසනයේ කවුරුහරි ඉන්නවද?,සේරම ආසනවල හිදගෙන.
ඉවසන්නෙ කොහොමද?,කරබාගන ඉන්න
මුල්වරටද පළ වුනේ?,දෙවෙනි වර.
මෙහෙ දූවිලි සැරයි නේද?,ඔව් සැරයි 
පණිවිඩයක් දුන්නද?,දුන්නා.
තනියම දාලා යනවද?,දාලා යන් නැහැ.
අනුරාධපුරය ඓතිහාසික නගරයක් නේද?,ඔව්
ඔයා නිසා එයා ගොඩක් වෙනස් වෙලා.,ඔව් ගොඩක් 
ඔයා මට විහිලු කරනවද?,නෑ
මට මේක තියා ගන්න පුලුවන්ද?,ඔව් පුළුවන් 
ප්‍රබන්ධ කතා විශ්වාස කරනවද?,ටිකක් විතර
ඔබ මීට පෙර වැරදි කර තිබේද?,ඔව්
කොළඹට යන පාර මට පොඩ්ඩක් කියන්න පුලුවන්ද?,හරි මම කියන්නම්
මොනව නිසාද එයා හිර ගෙදර ගියෙ?,මං දන්නෙ නැ
එයා ඔයාගෙ යාලුවෙක්ද,ඔව් යාලුවෙක් 
එහෙම හොදයිද?,හොදයි.
අද කරන්ට් එක යන්නේ කීයටද?,ඉන්න බලලා කියන්නම්
තවම වැඩක් හම්බ උනේ නැද්ද?,තවම හම්බුනේ නෑ හොයන ගමන් ඉන්නේ.
ජෑම් තියනවද?,තියනවා
මොන යාලුකමක්ද?,එහෙම දෙයක් නැහැ.
ඔයාට කෑමට ගොඩක් වියදම්ද?,ඔව් මම වියදම් කරනව
ඔයා ගස්ලබු කනවද?,ඔව්
එසයිමන්ට් ඉවරද?,පටන් ගත්තා විතරයි
ඔබ ලග තවමත් පාසල් නිල ඇදුම තියෙනවද? ,ඔව් 
ඔයාගෙ නියෝජිතයා මොකද්ද කීවේ?,මොකුත් කීවෙ නෑ
න්යාය පත්‍රය නැති වෙලා නේද,ඒක නැති වෙලානැ
මා විශ්වාසද ඔබට?,ඔවු
මට බඩගිනි වගෙ අපි පොප්කෝන් වගෙ දෙයක් කමුද,බැ වෙනදෙයක් කමු
බිස්කට් පොඟලද?,ඔව් පොගවාගෙන එන ගමන් වගේ
අපට හැම විශයකම නෝට් දෙනවද?,ඔව් දෙනවා
අලි අනාතාගාරය පිහිටලා තියන්නේ කොහෙද?,පින්නවල 
කාරය පදිමුද?,පදිමු.
හැදුනුම්පත කොහෙද ඔයාගෙ?,ඒක පසුම්බියෙ තියෙනවා
ඇයි මිනිස්සු ඔයාට කතා කියන්නේ?,දන් නෑ
ඔයාට හෙට නිවාඩු දවසක් නේද?,ඔව් ඔව්
ඔහු ඒවිද?,එනවා කිව්වා
කවද්ද ඔයා මාං වගේ හිතන්න ගන්නේ,ඉක්මනින්ම මං පුරුදු වෙන්නම්
ඔබ ආදරය කරන කෙනා ඔබව රිදවනවාට ඔබ කැමති ද? ,නෑ 
ඔයාට ඒ බල්ලව වඩාගන්න පුලුවන්ද?,පුලුවන්
මොකක්ද බලන්නේ?,ලස්සන ෆිල්ම් එකක්
ඒ සින්දුව අසා තිබේද?,ඔව් අසා තිබෙනවා
ඔයා මට අම්මා කෙනෙක් වගේ නේද?,ඔව්
ඔයා ආදහන ආගම මොකද්ද,බුද්දාගම
එයාලා මාව තියාගන්න කැමති නැද්ද?,කැමති නැහැ වගෙ.
හිරු රශ්මිය වැඩි නේද?,රශ්නෙයි.
ඔයා මාලු ඇති කරනවද?,ඔව්
බිත්ති ලාම්මු ගත්තද?,ඔව්
ඔයා ගිනුම් අංකය එව්වද,ඔව් එව්වා
උත්සහ කරන්න කෙනෙක් නැද්ද,කවුරුත් නෑ
ඔහු විවාහකද?,ඔව් 
මේ පොත් ගිනි අරන් ද ?,ඔව්
ඔයාගෙ තාත්තා කවුද,අර ඉන්නෙ
එයාලා ගමට ආවද?,ඔව් ආවා
ඇයි ඔයා කතා කරන්නේ නැත්තේ?,මම තරහ නිසා
ඔබ නපුරුයි කියලා ඔබ හිතනවද?, ඔව් 
ආරක්ෂකයා ගිහින්ද?,ගිහින්
ටිවි එකේ මොනවද බලන්නේ?,නාට්ටි
ඔයාලා දෙන්නා උදේට කෑවද?,ඔව් කෑවා
ඔයා කොහෙද ගියේ?,මම නාන්න ගියා
අද ප්‍රවෘත්ති කියන්නේ කව්ද,මං දන්නෑ
ආප්පයි ඉදි ආප්පයි එක වගේ ද?,නැහැ වෙනස් කෑම ජාති දෙකක්
දෙකට පහක් එකතු කරන්න,හතයි
ගොඩක් රෑ වෙලා නේද?,ඔව් නේද.
එයාව හොයා ගනන් බැරිද,පුළුවන් වෙයි 
එයා බොජුන් හලක මේස පිරිසිදු කරන්නෙක්ද,ඔව්
ඔයා දෙමළ දන්නවද?,නැහැ දන්නෙ නැහැ
වෙන බස් එකක යමුද?,අද බස් අඩුයි
අලුත් ඇඳුම් ගෙනාවද ?,තාම නැ
අලි ගොඩක් ආවද,රංචුවක් ආවා
ඔයාට පරිස්සමට යන්න පුලුවන්ද?,පුලුවන්
මම එහෙ යන්න කැමති කියලා ඔයා දන්නවද?,ඔව්
එයා ඔයාගෙ නන්ගිද?,නෑ.අක්කා
ඔයාට ඩිසයිනින් ඉගෙන ගන්න ඕනි කිව්වා නේද?,ඔව් ඕනි
මේ මොනවද ,කෑමක්
ගෝඨාභය රාජපක්ෂ ලංකාවේ නැද්ද?,අද පාන්දර රටින් ගියා
ඔබට ධනවත් නෑදෑයින් සිටිනවාද?,ඔව් 
පරීක්ෂාව අරඹමුද?,හා
ඇයි මේකට අකමැති,ඒක කැතයි
වස් ආරාදනා කරන්නේ කවද්ද?,දන් නෑ
ඇයි එයාට අනුකම්පා කරන්නෙ?,එයාට කවුරුත් නැති නිසානෙ
මාල දිවයින කියන්නෙ එක දූපතක් ද?,නෑ දූපත් ගොඩක්
ඌනතාවයක්ද?,නෑ 
කුමක්ද ඔබේ පැනය?,ඔබගේ වාසගම ගැන
ගිහිල්ලා ඉවරද?,ඔව්.ගිහින්.
එයාව එක්කන් එන්න පුලුවන්ද?,හා මම එක්කන් එන්නම්
ඔයා නැවත කසාද බැන්දද?,ඔව් මම දෙසරයක් බැන්දා
ගැටලු වලට විසදුම් තියෙනවද?,ඔව්
මොනාත ඕයි මේ කියන්නේ?,සිංහල
සාමය ලැබුණද?,ඔව් ලැබුණා
අම්මා ගෙදර නැද්ද ,නැහැ
කව්ද්ද අපි එහෙ යන්නේ?,ලබන සතියේ යමූ
ඔයාට පුලුවන්ද ඒ වගෙ එකක් හදන්න,පුළුවන් 
කොහේද අද පංති?,නුවර ටවුමෙ
ඔයා මිත්‍යා මත විශ්වාස කරනවද?,නැහැ 
ඔයා දැල්පන්දු සෙල්ලම් කරලා තියෙද? ,ඔව්
ඔරලෝසුව කැඩිලද,බැටරිය බැහැල
අප්පි අරයාට උදව් කරමුද?,හා.
කහ ඉර කොහෙද?,ඉස්සරහ තියෙන්නෙ
උත්සවයේ වැඩ ඉවර ද?,ඔව් ඉවරයි 
සෙල්ලම් බඩුවක් දෙන්නද?,හා
තනිකඩ ජීවිතය හොදද?,නරකම නෑ.
මාත් ටිකක් බොන්නද?,කිරි තියනවා.බොන්න.
එයා ඇවිල්ල ඉදියිද?,ඔව් මම පරක්කුයි
ඔහුට ජනපති සමාව ලැබෙයිද?,අපි බලන් ඉමු
එක සැරයක් විතරක් ඵලදාව ගත හැකි ශාකය කුමක්ද?,කෙසෙල්
කොන්ඩේ පීරලා එන්නද?,හා හරී 
ඔයා ඇයි එහෙම කරේ,වෙන කරන්න දෙයක් තිබුනෙ නෑ
ඔයා මාව සාදයේදී හෙව්වද?,ඔව් හෙව්වා
ඇයි ඔයා කහින්නේ?,අසනීපයි
ඔබ ආස කාටද?,නලුවන්ට
ඔයා ප්‍රශ්න වලින් පැනලා යනවද?,නෑ
ඉවසන්න පුළුවන්ද ?,තවත් ඉවසන්න බෑ
ඔබ කඨින පූජාවකට සහබාගී වී තිබෙනවද? ,ඔව් 
ලංකාව අතීතයේ ස්වයපෝශිත රටක් ද? ,ඔව් 
අවසර ගත්තේ කාගෙන්ද,විදුහල්පතිතුමාගෙන්
ඔයා ඒ වැඩේ ඉවරයක් කරාද?,නෑ තව ටිකක් තියනවා
පෝය දවසේ කරන්නේ,සිල් ගන්න යමු
ඔයා ඒක පිටරටට විකුණුවා නේද?,ඔව් විකුනුවා
ඇඳක් තියනවද?,ඔව් තියනවා
මේ ඇදුමට මාව ලස්සනට පේනවද?,ඔව් පේනවා
සෙල්ලක්කාරයෙක්ද?,ඒ වගෙ.
ඔබ යමක් කිරීමට පෙර එය සැලසුම් කරනවාද? ,නෑ 
සල්ලි නැතුව ජීවත් වෙන්න පුලුවන් කාටද?,අපිට බෑ 
කොහෙද ඉන්නේ?,තෙල් පෝලිමේ
මේක හොදයිද?,ඔව් හොදයි
මම ගොඩක් පරක්කුද?,ඔව් ඔයා හොදටම පරක්කුයි
ඉංග්‍රීසි වලට කැමතිද?,මම කැමතිම විශයයක් ඒක
මුල් වල ආහාර ගබඩා කරගන්නා ශාක තිබෙනවද? ,ඔව් 
හදට එලිය දෙන්නෙ කවුද?,ඉර
සරුංගල් යවන්න යමූද?,හරී යමූ
ඉර තියෙන්නේ කොහෙද?,අහසේ
කුඹුරු වැඩ කළාද?,ඔව්
කෑල්ලක් දෙන්නද?,හා දෙන්න
ඔයා කොහෙද යන්නෙ, මම ඇවිදින්න යනවා
මොකද කෙළින් ඉන්න බැරි,පොඩි අඩියක් ගැහුවා
වතුර බීලා ඉවරයි ද?,ඔව් ඉවරයි 
මම පව්කාරයෙක්ද?,නැහැ මිතුර
ඔයාට උගත්කමට හරියන රැකියාවක් ලැබුණා,ඔව් රටට වැඩක් කරන්න පුළුවන්
ඇයි මිනිස්සු විවාහ වෙන්නේ?,දන්නෙ නෑ
එයාට විශාල මඩ ප්‍රහාරයක් එල්ල උනා නේද,ඔව් එහෙම උනා
චෝදනා එල්ල කරලද?,ඔව් චෝදන කරලා.
කොයි වෙලාවේද ගියේ?,පැයක් විතර ඇතී
ලග කෙනෙක්ග්ගෙ ලිපිනයක් තියෙනවද,තියනවා 
අඩි කීයක් තියෙනවද,දහයක් විතර
මම මහත් වෙලා ද,අලි පැටියෙක් වගේ
කැපවීම් කරනවද?,ඔව්
සීමාවක් නැද්ද ?,සීමාවකට කොටු වෙන්න එපා 
අනේ මට සමාවෙන්න,ඒකට කමක් නෑ
හරි එහෙනම් අපි එහෙදි හමු වෙමු නේද,හා
ඔයා පොත් කියවන්න එහෙම ආසයිද?,ඔව් ගොඩක් 
ඔයා ඇයි නිතරම තරහින් ඉන්නේ?,ඒකමගෙ හැටි
ඇයි මට ආදරේ නැත්තෙ?,ඔබව දැනෙන්නෙ නෑ මට
ඉතින් ඒ මුදලාලි ලිංගික අල්ලස් ඉල්ලන එක හරිම වැරදී නෙ?,ලොකු වැරැද්දක් 
ඔයා අර සතාව දැකලා තියෙනවද,ඔව් ඔය බල්ලෙක් නේද
ඇයි මට වද දෙන්නේ?,මාව වදයක්ද  ඔබට
ඹබ පන්තියේ කී වෙනියද ?,23 වෙනියා
පාදය තුවාල උනාද?,තුවාල වෙලා.
ඔයාලාගේ අම්මා ඇදුම් මහනවද,ඔව්
බඩු කිරලද?,ඔව් කිරුවා
ඉරිදට ඔහු ඉන්නවාද? ,නැහැ ඉරිදා නිවාඩු
ඔයා මම ගැන දන්නවද?,මම ඔයා ගැන දන්නවා.
මේ දවස්වල වැඩ වැඩී නේද?,ටිකක් වැඩ වැඩී තමයි
ඔබගේ පාසැලේ හොඳම යහළුවාගේ නම මොකක්ද?,එයා සුරංග
ඔයාට අපෙන් හිත් රිදීමක් උනාද,නැ එහෙම නැ
මොකද ඔයා කරන්නේ?,මම මගේ පෑන හොයනවා 
ඔන්චිල්ලාව පදින්න යන්ද?,හා යමූ
ඇයි ඔයා ගාමන්ට් යන්න හිතුවෙ?,රස්සාවක් නැති නිසා
ඔබ විනෝදයෙක් කාලය ගතකිරීමට කැමති ද? ,ඔව් 
අද ඇයි මෙතන්ට  ආවේ? ,අපේ පක්ෂය  මහින්දත් කෑවා මෛත්‍රීත් කෑවා. පක්ෂය බේරගන්න මැඩම් ආවා.
ඔබ සතියේ කැමතිම දවස මොකක්ද? ,සිකුරාදා 
මම ඒකට හොද විසදුමක් දෙන්නද?,ව්සදුමක් දෙන්න.
ඔයා දත් මැද්දද ?,තාම නෑ
තුෂාර සර් මොනවද උගන්වන්නේ,ඉතිහාසය විෂය
සත්තුවත්තද බලන්න යන්නේ,ඔව් එහෙ යමු
ඔයා මේ පාර ගමේ යනවද?,යන්න ඉන්නේ
කෝල් එකක් ගන්න පුළුවන්ද?,පුළුවන්
අභියෝගයක් තියනවද?,අභියෝගයක් තමයි.
ඇයි හන්තාන කන්දට ගොඩක් අය ආස?,පරිසරය ලස්සන නිසා වෙන්න ඇති
උදේට මිදුලට වෙලා පරිසරය දිහා බලන් ඉන්න කැමති ද?,ඔව් 
ඔයා දූපත් වැසියෙක්ද,ඔව් වැසියෙක් 
එලියට යන්න ඖලුවන්ද?,පුලුවන්
ඔබලා බලන් සිටියද?,ඔව්
මට සල්ලි ණයට දෙන්න පුලුවන්ද?,පුලුවන්
කාගෙද මේක?,ඒක මගේ
මේ පැලේ හදන්න පුලුවන්ද?,හා මම හදන්නම්
පංතියේ ළමයි කීයද? ,25 යි
ඒ සිංදුව ආයෙ අහමුද?,අහමු
ඔයාට දියවැඩියාව වගේ ලෙඩ තියනවද?,ඔව් මට තියනවා
එයාට සාප වෙන්න ඕනි නේද,ඔව් මං සාප කරනවා
මටත් එකක් මහ ගන්න ඕනේ,හා එන්න ඉතින්
ප්‍රශනෙට පිළිතුරු ලැබුනද,තවම පිළිතුරු නෑ
තාත්තා නිදිද?,ඔව්
ඔයා දන්නෙ කොහොමද නංගි ඇඩුවා කියලා?,අපේ ගෙදරට ඇහුනා අඩන සද්දෙ
වහිද්දි සුලං හමනවද,සමහර වෙලාවට
එය දැනුනේ කෙසේද?,ඉතාමත් බියජනකයි
දැන් පන්ති යන්න වෙලාවක් නෑනෙ නේද?,තවම යන්න පුලුවන් 
මොන තරම් ජීවිතයක් නාස්ති වෙලාද,ඔව් ඇත්ත 
ඔයා දිළිදු අයට උදවු කරන්න කැමතිද?,ඔව් මම උදච් කරනව
තරහා ගන්නේ ඇයි,එයා මට ගැහුවා
ඉගනගන්න දේවල් තමා දවසක අපිට පිහිටට තියෙන්නෙ?,ඔව් ඒක ඇත්ත
මල් වවන්න ඔයා ආසද?,ආසයි
ඇයි මෙ කලබලෙන්?,මා බිය වුණා
සාදයට එනවද,එන්න වෙන්නෙ නෑ
ඔයාගෙ ෆෝන් වර්ගය මොකක්ද ,විවෝ වයි වන්. 
ඔයා මේ පොත කියවලා තියනවද,ඔව් තියනවා
කොච්චරක්ද ඕනේ,1kg දාන්න
හාල් දාන්නද? ,දාන්න.
මං ගේ හදනකොට මේ වගේ තැනක් හදන්නද?,හා හදන්න 
ගමනාගමනයට බාදා ඇති උනාද,ඔව් එහෙම උනා
ආදරය යනු?,මට නම් ගින්දරක්
ඇයි ඔයා අරක්කු බොන් නැත්තෙ?,මන් බොන්න කැමති නැ 
ගහේ පොල් ගෙඩි හැදිලද?,පොල් හැදිලා.
උදේට බුදුන් වදිනවාද,ඔව්
ඇයි තෙල් නැද්ද?,තෙල් ආවෙ නැහැ
ඇයට කතා කරන්න පුළුවන්ද ?,ඉන්න කතා කරන්නම්
රස පරීක්ශක වාර්තාව කලාද,ඔව්
මම කුරහන් අඹරන්නද?,අඹරන්න.
ඔයාට අවුරුදු ගානක් පස්සට යන්න පුලුවන්ද,මට බැ
කාවහරි මතක් වෙනවද,ටිකක්
නැව්ම් කිරි ගනන් නේද?,ඔව් 
ඇයි ඔබට එය බැරි?,මා අකමැතියි
අඩුවක් කරාද?,ඔව්
දේශපාලඥයන් කියන්නෙ ඇත්තද?,නෑ
නයෙක් කෑවාම මැරෙනවද?,ඔව් මැරෙනවා
ඔයාගෙ වයස කීයද?,23යි
ඔයාට එයාගෙ ඒ තරම් ලස්සනක් පේනවද,පේනවා 
සිසිලයි නෙහ්?,හ්ම්
ඇයි දන්නෙ නැද්ද?,දන්නවා
අර සතාගෙ නම මොකක්ද?,සිබ්‍රා.
කැත වැඩද කරන්නේ?,ඒවා කැත වැඩ තමයි.
ඔයාට යාලුවෝ කීයක් විතර ඉන්නවද?, හිතාගන්න බෑ
සමාජ ජාලා කියන්නෙ කාලෙ කන දෙයක් විතරක්ද?,නෑ එහෙම නෑ.
මං ඔයාට තොරතුරු දෙන්නම්,දෙන්න මට තොරතුරු
කලේ වතුර තියනවා ද?,ඔව් තියනවා 
අනික මේ දවස් වල පෑවිල්ලනෙ නේද?,ඔව් 
ලෝකයේ මුලින්ම මුදල් නෝට්ටු භාවිතා කළ රට චීනය ජයග්‍රහණයට පියවරුන් සියයක් සිටින අතර පරාජය අනාථයෙකි - ,ජෝන් එෆ් කෙනඩි
ඔයාලා මං ගැන පසුතැවිලාතියනවද?,නැ එහෙම නෑ 
ඔබ පාඩම් කළාද?,කළා
දරුවට වයස කීයද?,අවු 20යි
මොකද වුනේ?,මල්ලි ගියපු තැනක් දන්නේ නෑනෙ.
මම උදව් වෙන්නද?,පුලුවන්නම් හොදයි.
පොලිසියට යන්න වෙයිද?,ඕනෙ නෑ
විදුලි බිල වැඩියි නේද?,වැඩි වෙනවලූ.
කොස් වලින් රොටි හදන්න හැකිද? ,ඔව් හදන්න හැකි
ලංකාවේ ප්‍රධාන භාශා කීයක් තියෙනවාද?,තුනක් තියෙනවා
පල්ලම වැඩී නේද,ලෙස්සාවි බලාගෙන
ඔයා ඉන්නෙ ප්‍රශ්නෙකද?,ඔව්
වඩාත්ම ඵලදායී වන්නේ කුමක්ද?,මුලින්ම ඉදිරිපත් කළ යෝජනාවක්
ඔයා මට ඒක හරි වෙලාවටම දෙනවා නේද,ඔව් දෙන්නම්
අද හරිම රස්නේ දවසක් නේද?,ඔව් ඒක හරී
ඔයා සිංදු කියවද? ,ඔව්
අත පොඩ්ඩක් කැඩිලා විතරලු නේද?,ඔව් ටිකයි 
මෙහෙමත් ආදරයක් ඔයාට තිබුනද?,තිබුනා
මිනිසුන්ට පන තියෙන්නේ කොහොමද?,මැරිලා නැත්තම් පණ තියෙනවා
ඔයා ඒ මැසේජ් එක කියෙව්වද,ඔව් මං කියෙව්වා
අරගලය දිනුවද?,දිනුවා
ඔබලා කාන්තා හින්සනයට එරෙහිද?,අනිවාරෙන්ම එරෙහි
පාසල තියෙන්නෙ කොතනද?,ඉස්සරහින් දකුණට හැරෙන්න
ඇයට බොරු කිවද?,කිවා
කොහොමද හොයා ගන්නේ?,මේ අඩිපාර දිගේ යමු
වතුර හැරෙව්වද?,හරවල තියෙන්නෙ.
ලෝකය ගෝලාකාරයි නේද? ,ඔව් 
පරන ගෙදර තිබුණ තැන මතකද ?,ඔව්
මොනවද ආදායම් මාර්ග එයාගේ,එයා පොල් කඩනවා
අද හුලග මරු නේද,ඔව් සනීපයි
රට සල්ලි හොයන්න ඔච්චර අමාරුද ?,ඔව් ඉතින් 
ඔයා මේ සැරේ කතරගම යනවද ?,ඔව් මේ සැරේ යනවා
සැප දෙනවද?,"ඔව්,හොදට සැප දෙනවා."
කාලය ගෙවෙයිද?,ගෙවෙනවා
දවල්ට උයන්න ඕනෙද?,කරන්න දෙයක් නෑ උයමු.
එයාට නඩු දාලාද?,තාම නැ නේද
ඔය මහත්තයා ටිකට් ගත්තද?,ගත්ත ගත්ත
එය සනාත කර ගත හැකිද?,අප උත්සාහ කරනවා
පින්තූරයක් ගමුද?,හා
ඔයාට පරිගණකයක් තියද?,එකක් තියනවා
වතුරට දියසායම් දාලා පාට පාට වතුර හැදුවා මතකද?,ඔව් මතකයි
ඔයාට අද එන්න පුළුවනිද ? ,අද නම් බැරි වෙයි
ඔයාගෙ වාහන වලට ඉන්දන තිබෙනවාද?,නැහැ
අම්මේ මට රෑට කෑම එපා,ඇයි අදත් පාටියක් ද
මේ අර්බුදයට මොකද කරන්නේ?,විසදමූ 
අපි හෙට ගමේ යමුද?,එහෙනම් උදෙන්ම යමු
අයියෙ ඔතෙන්ට කීයද?,720යි
ඔයාගෙ අම්මා මොනවගේද?,ඇය හරිම අහිංසකයි
දැක්කද? ගොයම් ටික කිරි වැදීගෙන එන්නෙ,ඔව් හොඳයි නේද 
මගේ සපත්තු කොහෙද?,ඒවා ඔයාගේ කාමරේ.
අම්මට කිව්වද ඒක,ඔව් මං දැන් කිව්වාම්
ඔබ කුඩා වෙළඳසැල් වලට කැමතිද?,ඔවු මම කැමතියි
එයා  විශිෂ්ඨයිද?,ඔව්
lms ලොග් උනාද?,ඔව්
එයා ඔයාගෙ හොදම යාලුවාද?,නැ
විවාහය සුන්දරද?,කියන තරම් සුන්දර නෑ.
ඔයාගෙ කබාය කොහෙද තිබ්බේ?,අල්මාරිය උඩ
වනාන්තර අරක්ෂා කිරීම කළ යුතුද?,අනිවාර්යෙන්ම අවශ්‍යයි
ඔබ දූරියන් සුවදට කැමති ද? ,ඔව් 
කුමකද ඔබලා කළේ?,දානයක් දුන්නා
දැන් ඇයට අවුරුදු කීයක්ද?,අවුරුදු ගානක්.
හදට එලිය වැටෙන්නෙ කොහොමද?,ඉරෙන්
 අර බල්ලා ලස්සනයි නේද?,ලස්සනයි
එයා තරහ වෙලාද ඉන්නේ?,හ්ම් ඔව්
පලයන් කිවුවද?,එහෙම කිව්වේ නෑ.
ඉතින් ගෙදර තනියෙන්ද ඉන්නේ?,ඔව් තනියම 
පාන්පිටිවලින් කෑම හදන්න පුලුවන්ද?,ඔව් ගොඩක් කෑම ජාති හදන්න පුලුවන්
ඔයාට මාව මතකද?,දැකලා පුරුදුයි
යන්න හේතුවක් නැද්ද?,එයාට හේතු ඇති.
ගුවන්‍ යානය මුලින් ම හැදුවේ කවුද,රයිට් සහෝදරයෝ නේද
ගෝවා සරුවට වැඩෙන්නේ කොහෙද,එංගලන්තේ
ඔයා කොහෙද ඉන්නේ?,ගෙදර
කාලය කලමනාකරනය කරන එක ගොඩක් වැදගත් දෙයක් නේද?,ඔව් අනිවාර්යයෙන් 
රව්ටරය අන්ලොක් කරන්න පුලුවන් ද?,මේක බැහැ.
හාල්පිටිවලින් ආප්ප හදන්න පුලුවන් ද?,ඔව්
2021 ලෝක කාන්තා දිනයේ තේමාව කුමක්ද?,රටකි-දැයකි-ලොවකි
ඔබ විද්‍යාව විශයට කැමති ද? ,ඔව් 
කළුපාට බල්ලා ඔයාලාගෙද?,"ආ ඒ අපේ බල්ලා
"
ඔයාගේ පාසැල් පොත් මට ගන්න පුළුවන්ද?,හරි මම දෙන්නම්
යුනෙස්කෝ ලෝක උරුම වැඩිම ප්‍රමාණයක් අයත් රට,ඉතාලිය
මල්ලිට මොකක් කීවේ?,බොරුවක් කීවා
අපහාස කරාද ඇයට?,නැහැ
ඔයාට උයන්න පුළුවන් ද?,ඔව් මට පුළුවන්.
ඔබ ඇයව තෝරා ගන්නවාද?, ඔව් අනිවාර්යෙන්ම
ඔයා එයාව බලාගන්නවද?,ඔව්
ඔයාට බොරු කිව්වේ කවුද?,ඔයා තමා
 ගැහැණු හැම දේම ඉවසන්න ඕනිද?,කොහෙත්ම නෑ
කව්ද මේ කුඩෙ අර්න් දුන්නේ?,අයියා 
ගම් මුලාදෑනිට කියමුද?,කියමු
ඔබේ සුදුසුකම් මොනවද?,මම උසස් පෙල විභාගය සමත්.
නින්දට යාමට පෙර ඔබ ඔබේ පියාට වදිනවද? ,ඔව් 
මම නරකයිද?,ඔව්
කොහෙද ඔයා.හදිසියෙන් යන්නේ?,කාර්යාලයට
මේ වෙකාවට වාහනයක් හොයා ගන්න පුලුවන් වෙයිද,පුළුවන් වෙයි
ඔයාට සෙම වගෙ නේද,ඔව් අනේ
ඔයා මස් මාළු කනවද?,නෑ මම කන්නෙ නෑ
මේක ගලවලා දෙන්න පුලුවන්ද,මොකෙන්ද ගලවන්නේ
ජීවිතේ කටුකයි නේද?,ඔව් හිතන තරම් ලස්සන නැ
ඉගනගන්න අයගොඩක් ඒ වගේ රැකියා කරනවා නේද?,ඔව්
මං දන්නවා එයා නිර්දෝශි බව,ඒක හොදයි.
ඉඩ තියනවද?,ඔව් තියනවා 
වාර්තාව ඉදිරිපත් කරමුද?,හැමෝම එනකන් ඉමු
මේකට කූඹි ගියෙ කොහොමද?,මට තේරෙන්නෙත් නැ
ඔබට මට පෙන්විය හැකිද?,අපෝ බෑ
මේ පාට ඔයාට ගැළපෙනවා,මම ආස නෑ මේ පාටට
එයා වෙනස් වෙයිද,කියන්න බෑ
පොරොන්දු වෙනවද,ඔව්
මේ පොම් එක දෙන්න ඕනේ කාටද,මට දෙන්න
ඇයි එහෙම ඇහුවේ,තරගයක් තියන්න
වේලිලාද?,නෑ තාම
තාක්ෂණය හැමදාම වෙනස් වෙනවාද?,ඔව් තාක්ෂණය දිනෙන් දින දියුණු වෙනවා
පොළි අනුපාතය කියද?,ගොඩක් අඩුයි
ඔයා අද නාන්නේ නැද්ද?,නානවා
ඔයාට පීනසේද?,"ටිකක් තියනවා
"
ඔයා ආයෙත් ඒ සම්බන්ධෙ පටන්ගත්තද,ඔව් කොහොමද දන්නේ
කායික වේදනාව දරුණුයි නේද,ඔව් ගොඩක් 
ඔයා සායවල් අදින්න කැමති ද?,නෑ 
ඔයා සෙල්ලම් කරන්න එන්නෙ නැද්ද?,එන්නම්
කොන්ඩෙ ගෙතුවද?,ඔව් ගෙතුවා
ඔයා ගණිත විෂයට ආසද?,ඔව් මම ආසයි
වාහනේ ආවද?,ඔව් ආවා
බිල ගත්තා නේද,ඔව්
බල්ලන්ට කෑම දුන්නද?,ඔව්
පෙරහැර පටන්ගත්තද?,ඔව්
ඔයා මෙයාට කැමතිද?,ඔව් කැමති 
ඒක අතාරින්න පුලුවන්ද?,පුලුවන්
මම පේනවද?,පේන්වා.
මට හෙට උදේ අවදි කිරීමේ ඇමතුමක් අවශ්‍යයි,ඔබට ඇමතුම අවශ්‍ය වන්නේ කීයටද
තදුනි තරගෙන් දිනයිද?,දිනයි
මං ඉඩම විකුනනවා,කීයකටද දෙන්නේ
ඔයා මොකද්ද කැඩුවේ?,මං දන්නැ
බෝඩිමක් හොයා ගනා නැතිවෙයිද?,හොයලා බලමූ
ඔබ කේන්ති ගියාම දේවල් විසික් කරනවද? , ඔව් 
සිරිපාදේ යමුද?,යමු යමු
මට සෙල්ලම්බඩුවක් අරන් දෙනවද ?,හා
මළුව අමදින එක පිං වැඩක් නේද?,ඔව් 
